FUNCTION_ID_ONE,FUNCTIONALITY_ID_ONE,FUNCTION_ONE_NAME,FUNCTION_ONE_TYPE,FUNCTION_ONE_STARTLINE,FUNCTION_ONE_ENDLINE,FUNCTION_ID_TWO,FUNCTIONALITY_ID_TWO,FUNCTION_TWO_NAME,FUNCTION_TWO_TYPE,FUNCTION_TWO_STARTLINE,FUNCTION_TWO_ENDLINE
17630909,7,2705691.java,selected,238,254,21492113,41,1030949.java,selected,528,537
13587810,24,1757279.java,selected,17,28,98358,31,27443.java,default,208,217
22677985,41,46516.java,selected,146,154,491386,24,44040.java,default,953,964
1332717,39,623107.java,selected,230,240,230246,20,59570.java,default,13,17
18712047,41,844874.java,selected,31,39,19283877,24,1065833.java,selected,79,97
1224435,39,1877468.java,selected,378,390,149672,45,128330.java,default,8,25
5399408,25,2056303.java,selected,609,620,91751,31,51581.java,default,67,73
11028375,23,2521145.java,selected,301,307,8182890,41,615216.java,selected,378,386
16563599,41,2515897.java,selected,17,28,10372914,24,1310949.java,selected,84,96
18306140,41,2738010.java,selected,551,558,8704580,23,366521.java,selected,44,50
1595632,14,936388.java,selected,158,177,15006083,23,496129.java,selected,29,34
693636,10,12420.java,default,520,546,444047,39,24608.java,default,46,54
11169411,24,383070.java,selected,512,521,18712047,41,844874.java,selected,31,39
693636,10,12420.java,default,520,546,2519503,23,1499506.java,selected,262,271
2519495,23,1499506.java,selected,66,73,4630753,41,932718.java,selected,73,83
6409829,41,860471.java,selected,73,83,2474381,23,2560459.java,selected,81,86
8459967,33,2089577.java,selected,96,153,6925877,23,2096239.java,selected,169,176
11028375,23,2521145.java,selected,301,307,7289717,41,211182.java,selected,426,435
12875962,23,1297421.java,selected,273,279,8920187,41,1660343.java,selected,192,204
23677129,6,FTP_ApacheCommonsNet_Samples.java,sample,62,67,19549852,41,849450.java,selected,426,435
1293659,10,2025864.java,selected,172,195,6719734,42,1648136.java,selected,277,293
7615037,41,223814.java,selected,433,440,11710,31,62213.java,default,81,89
1332717,39,623107.java,selected,230,240,15609433,7,2606539.java,selected,49,66
751537,7,81170.java,default,3,22,145913,31,110890.java,default,259,279
4133428,41,1090867.java,selected,542,551,8786313,7,2406121.java,selected,18,30
3518381,24,2734364.java,selected,51,61,13811176,41,1880284.java,selected,382,391
10848006,23,211331.java,selected,591,596,5682569,7,1230586.java,selected,31,45
2423912,13,2366642.java,selected,100,108,20022021,24,1304439.java,selected,30,42
19375222,41,1119061.java,selected,62,70,1123015,39,2100462.java,selected,29,43
5926450,24,799816.java,selected,117,127,22571951,41,1677724.java,selected,113,123
1595632,14,936388.java,selected,158,177,22135738,7,136340.java,selected,150,163
7839341,13,1132772.java,selected,63,70,8452131,6,1222008.java,selected,47,76
17946906,23,1951002.java,selected,327,334,491382,24,44040.java,default,924,935
2062677,23,2094874.java,selected,213,220,6480424,7,110869.java,selected,172,186
19214554,41,2315713.java,selected,240,247,2451218,13,662269.java,selected,77,85
98835,45,26943.java,default,21,73,359049,41,6774.java,default,9,16
12267275,24,2042278.java,selected,160,169,19250960,41,1836276.java,selected,363,371
1958796,23,719494.java,selected,122,127,8786313,7,2406121.java,selected,18,30
14617665,41,1818629.java,selected,297,307,3198237,7,2395421.java,selected,9,24
374432,39,106331.java,default,83,91,9066291,7,1344815.java,selected,57,71
19971357,41,2636968.java,selected,424,433,11371499,7,116754.java,selected,14,25
16566113,41,687849.java,selected,531,540,14258226,24,1616147.java,selected,103,113
693644,10,12420.java,default,693,711,10171979,41,124792.java,selected,350,358
169124,31,53513.java,default,205,221,8704580,23,366521.java,selected,44,50
15998750,23,1885362.java,selected,28,36,5406874,41,2732883.java,selected,106,114
115129,7,16411.java,default,5,19,16566113,41,687849.java,selected,531,540
189497,31,118045.java,default,54,62,222604,39,95598.java,default,83,91
41644,31,7356.java,default,54,62,23677155,13,ShuffleArrayInPlace.java,sample,16,32
1760350,10,2375833.java,selected,10,47,7635628,7,1939092.java,selected,16,27
13620416,24,2645497.java,selected,239,250,521113,7,126707.java,default,51,64
15765308,24,737213.java,selected,189,200,11710,31,62213.java,default,81,89
7423625,24,2114878.java,selected,59,70,17510245,13,2644288.java,selected,12,19
23677161,14,BinarySearch.java,sample,48,61,10869540,41,1847721.java,selected,40,47
166411,31,19250.java,default,208,217,2423912,13,2366642.java,selected,100,108
6157433,42,1844745.java,selected,120,129,49609,36,29267.java,default,58,81
1050921,39,1781410.java,selected,121,131,4031802,41,1017245.java,selected,428,437
23677119,4,CopyFileSamples.java,sample,71,79,6799161,41,986192.java,selected,130,141
16930547,23,2211592.java,selected,285,292,17619206,41,1219581.java,selected,643,647
9807279,24,500613.java,selected,154,169,5079997,41,1814816.java,selected,463,471
19396634,24,2309332.java,selected,93,97,3246942,23,475575.java,selected,65,70
7911954,23,1475086.java,selected,21,27,241891,20,117217.java,default,37,39
17619206,41,1219581.java,selected,643,647,11318551,7,1771786.java,selected,220,239
1362,7,87418.java,default,5,19,169124,31,53513.java,default,205,221
11169411,24,383070.java,selected,512,521,17621068,13,1791798.java,selected,14,22
18244080,33,784037.java,selected,37,43,23677133,7,BubbleSort.java,sample,3,19
6328532,41,2742293.java,selected,166,176,21282797,24,1904462.java,selected,112,120
11710,31,62213.java,default,81,89,342725,24,61445.java,default,963,974
21284074,12,949275.java,selected,29,41,19250960,41,1836276.java,selected,363,371
1607807,10,1991936.java,selected,161,201,17621070,13,1791798.java,selected,34,42
21655926,41,1322429.java,selected,988,997,7227330,7,97366.java,selected,40,56
21284074,12,949275.java,selected,29,41,1760350,10,2375833.java,selected,10,47
738303,30,106127.java,default,26,39,15973624,41,1920645.java,selected,363,371
6157433,42,1844745.java,selected,120,129,7483038,24,477581.java,selected,107,118
15297119,33,1460580.java,selected,238,297,1332717,39,623107.java,selected,230,240
18306140,41,2738010.java,selected,551,558,29382,31,12530.java,default,277,288
16385623,41,1675335.java,selected,18,29,8640120,24,2022414.java,selected,91,101
23672254,20,2599757.java,selected,27,36,1388732,24,173024.java,selected,60,72
14779144,24,1006039.java,selected,165,175,17186355,41,125669.java,selected,148,152
8182888,41,615216.java,selected,349,356,16128429,24,641921.java,selected,55,64
11217653,24,2329403.java,selected,35,46,6260541,41,1170505.java,selected,467,471
23677135,7,BubbleSort.java,sample,39,55,5399408,25,2056303.java,selected,609,620
1566433,45,2456274.java,selected,27,46,1533478,39,1740323.java,selected,79,86
342725,24,61445.java,default,963,974,763710,7,102270.java,default,58,74
11169411,24,383070.java,selected,512,521,13614426,41,526365.java,selected,543,552
1936695,41,1109516.java,selected,143,153,491386,24,44040.java,default,953,964
911774,20,99468.java,default,13,17,14499002,41,1689589.java,selected,906,916
19371116,41,1878770.java,selected,153,162,2176382,45,1462079.java,selected,26,47
1612068,41,448380.java,selected,535,544,2519495,23,1499506.java,selected,66,73
1612068,41,448380.java,selected,535,544,751537,7,81170.java,default,3,22
12875962,23,1297421.java,selected,273,279,14499002,41,1689589.java,selected,906,916
14779144,24,1006039.java,selected,165,175,763710,7,102270.java,default,58,74
23677136,7,BubbleSort.java,sample,57,73,2362300,10,2593900.java,selected,22,48
4973099,20,527591.java,selected,10,14,163980,45,133849.java,default,8,21
911774,20,99468.java,default,13,17,1293659,10,2025864.java,selected,172,195
11646825,42,1360732.java,selected,53,70,98358,31,27443.java,default,208,217
2451218,13,662269.java,selected,77,85,6719734,42,1648136.java,selected,277,293
710361,45,103630.java,default,8,22,5652166,41,2312307.java,selected,325,335
29382,31,12530.java,default,277,288,12875962,23,1297421.java,selected,273,279
8452131,6,1222008.java,selected,47,76,1561443,14,2465371.java,selected,324,334
3518381,24,2734364.java,selected,51,61,1618923,39,529249.java,selected,436,452
19127985,41,1564662.java,selected,26,33,6302678,7,25490.java,selected,1153,1164
22162035,42,1564011.java,selected,85,99,6260541,41,1170505.java,selected,467,471
19971357,41,2636968.java,selected,424,433,19714854,24,1852562.java,selected,303,316
17196902,24,987631.java,selected,269,279,12875962,23,1297421.java,selected,273,279
14009710,13,2702525.java,selected,70,78,7483038,24,477581.java,selected,107,118
23677116,4,CopyFileSamples.java,sample,42,53,15247508,41,1893968.java,selected,48,60
8182888,41,615216.java,selected,349,356,628780,39,56554.java,default,46,54
11862997,24,1253769.java,selected,190,201,1943456,41,738043.java,selected,317,326
8182890,41,615216.java,selected,378,386,1050921,39,1781410.java,selected,121,131
23677116,4,CopyFileSamples.java,sample,42,53,925923,39,63342.java,default,22,28
25975,31,46306.java,default,54,62,6719730,42,1648136.java,selected,237,250
911774,20,99468.java,default,13,17,15297119,33,1460580.java,selected,238,297
19389536,41,1896417.java,selected,27,35,20984239,24,2287112.java,selected,114,127
9984263,41,1611336.java,selected,17,28,1769774,39,2295586.java,selected,270,277
7707971,41,1321014.java,selected,125,133,3891116,42,1770622.java,selected,18,34
2474379,23,2560459.java,selected,67,72,14504867,41,963841.java,selected,58,68
7707971,41,1321014.java,selected,125,133,15032727,24,1797960.java,selected,322,330
3571697,43,2371472.java,selected,66,93,8182890,41,615216.java,selected,378,386
2970643,24,1311667.java,selected,248,257,17630909,7,2705691.java,selected,238,254
3844626,41,2497703.java,selected,387,395,20984239,24,2287112.java,selected,114,127
19164864,24,2480556.java,selected,159,168,6824302,14,454268.java,selected,292,310
4766433,20,2590505.java,selected,151,153,16743155,23,2557833.java,selected,167,172
15187702,24,2596805.java,selected,39,55,7227330,7,97366.java,selected,40,56
13295660,41,2474941.java,selected,486,496,1050921,39,1781410.java,selected,121,131
6689657,41,551360.java,selected,627,637,22391647,42,1323037.java,selected,10,21
1050921,39,1781410.java,selected,121,131,23677136,7,BubbleSort.java,sample,57,73
8974950,24,6332.java,selected,185,200,3365958,7,12404.java,selected,62,76
15297119,33,1460580.java,selected,238,297,13456572,6,1568944.java,selected,83,129
172116,31,22719.java,default,54,62,13203935,24,1758008.java,selected,227,235
11719427,41,957171.java,selected,583,591,11646825,42,1360732.java,selected,53,70
15973624,41,1920645.java,selected,363,371,19048601,42,923002.java,selected,413,453
23677128,6,FTP_ApacheCommonsNet_Samples.java,sample,55,60,29382,31,12530.java,default,277,288
